"CANCION","GRUPO/ARTISTA","GENERO","PUNTUACION","IMPACTO SOCIAL","TIPO DE IMPACTO","DESCRIPCION","AÑO"
"ESCONDEME","ARENA HASH","POP-ROCK","896","8","POLITICO","D_614",""
"FRUSTRADO EMOCIONAL","ARENA HASH","POP-ROCK","896","7","CULTURAL","D_615",""
"STRESS","ARENA HASH","POP-ROCK","896","7","ECONOMICO","D_616",""
"DE TI ME VA QUEDANDO NADA","ARENA HASH","POP-ROCK","896","10","POLITICO","D_617",""
"ROMPEOREJAS","ARENA HASH","POP-ROCK","896","8","EDUCATIVO","D_618",""
"DEGENERACION ACTUAL","PEDRO SUAREZ VERTIZ","POP-ROCK","850","10","POLITICO","D_619",""
"MI AUTO ERA UNA RANA","PEDRO SUAREZ VERTIZ","POP-ROCK","728","8","AMBIENTAL","D_620",""
"CUENTAME","PEDRO SUAREZ VERTIZ","POP-ROCK","940","10","SOCIAL","D_621",""
"SE QUE TODO HA ACABADO YA","PEDRO SUAREZ VERTIZ","POP-ROCK","850","4","AMBIENTAL","D_622",""
"UN VINO, UNA CERVEZA","PEDRO SUAREZ VERTIZ","POP-ROCK","850","3","RELIGION","D_623",""
"GLOBOS DEL CIELO","PEDRO SUAREZ VERTIZ","POP-ROCK","850","8","CULTURAL","D_624",""
"NO LLORES MAS","PEDRO SUAREZ VERTIZ","POP-ROCK","850","10","ECONOMICO","D_625",""
"GLOBO DE GAS","PEDRO SUAREZ VERTIZ","POP-ROCK","850","4","RELIGION","D_626",""
"ME ELEVE","PEDRO SUAREZ VERTIZ","POP-ROCK","850","8","CULTURAL","D_627",""
"ME ELEVE","PEDRO SUAREZ VERTIZ","POP-ROCK","850","9","SOCIAL","D_628",""
"OPERA SALVAJE","LOS MOJARRAS","ROCK","880","3","SOCIAL","D_629",""
"SARITA COLONIA","LOS MOJARRAS","ROCK","880","9","POLITICO","D_630",""
"RECOCILIACION","LOS MOJARRAS","ROCK","880","6","ECONOMICO","D_631",""
"CONFESIONES","LOS MOJARRAS","ROCK","880","7","POLITICO","D_632",""
"NOSTALGIA PROVINCIANA","LOS MOJARRAS","ROCK","880","2","AMBIENTAL","D_633",""
"GENTE DE NOCHE","LOS MOJARRAS","ROCK","880","7","SOCIAL","D_634",""
"HUMADERA","LOS MOJARRAS","ROCK","880","4","POLITICO","D_635",""
"SAYA MI AMOR","LOS MOJARRAS","ROCK","880","8","POLITICO","D_636",""
"BABALUA","LOS MOJARRAS","ROCK","880","4","AMBIENTAL","D_637",""
"MI BARRIO","LOS MOJARRAS","ROCK","880","5","RELIGION","D_638",""
"CATALEPSIA","LOS MOJARRAS","ROCK","880","7","SOCIAL","D_639",""
"TRICICLO PERU","LOS MOJARRAS","ROCK","880","5","EDUCATIVO","D_640",""
"ADICCION","CAMPO DE ALMAS","ROCK","934","2","POLITICO","D_641",""
"ARIAL","CAMPO DE ALMAS","ROCK","934","4","POLITICO","D_642",""
"VOLVER A SOÑAR","CAMPO DE ALMAS","ROCK","934","4","AMBIENTAL","D_643",""
"TUS ALAS CAERAN","CAMPO DE ALMAS","ROCK","934","5","RELIGION","D_644",""
"ANSIEDAD","CAMPO DE ALMAS","ROCK","934","9","RELIGION","D_645",""
"CUANDO PIENSO Y ESTOY SOLO","CAMPO DE ALMAS","ROCK","934","4","ECONOMICO","D_646",""
"TAN LEJOS","CAMPO DE ALMAS","ROCK","934","9","CULTURAL","D_647",""
"SANGRAR","CAMPO DE ALMAS","ROCK","934","9","SOCIAL","D_648",""
"MIEDO A VOLAR","CAMPO DE ALMAS","ROCK","934","3","CULTURAL","D_649",""
"ALGO DE MI","CAMPO DE ALMAS","ROCK","934","5","CULTURAL","D_650",""
"SOLO BUSCO MI LIBERTAD","CAMPO DE ALMAS","ROCK","934","9","ECONOMICO","D_651",""
"EL BAR","CAMPO DE ALMAS","ROCK","934","10","EDUCATIVO","D_652",""
"DE NOCHE","LOS OUTSAIDERS","ROCK","732","3","ECONOMICO","D_653",""
"NIÑA","LOS OUTSAIDERS","ROCK","732","6","ECONOMICO","D_654",""
"MISS DONI","LOS OUTSAIDERS","ROCK","732","2","SOCIAL","D_655",""
"VUELVAS","LOS OUTSAIDERS","ROCK","732","6","POLITICO","D_656",""
"AL REVES","LOS OUTSAIDERS","ROCK","732","7","CULTURAL","D_657",""
"EGOISTA","LOS OUTSAIDERS","ROCK","732","10","CULTURAL","D_658",""
"EN BUS DEL SIR","LOS OUTSAIDERS","ROCK","732","9","EDUCATIVO","D_659",""
"DE OTRO MUNDO","LOS OUTSAIDERS","ROCK","732","4","AMBIENTAL","D_660",""
"ROCK N' ROLL DE POBRES","LOS OUTSAIDERS","ROCK","732","7","RELIGION","D_661",""
"YO NO SOY","LOS OUTSAIDERS","ROCK","732","6","SOCIAL","D_662",""
"DON"," LIBIDO","ROCK","865","8","RELIGION","D_663",""
"CICUTA","LIBIDO","ROCK","865","7","ECONOMICO","D_664",""
"LABERINTO ","LIBIDO","ROCK","865","4","SOCIAL","D_665",""
"DESPIERTA","LIBIDO","ROCK","865","4","AMBIENTAL","D_666",""
"MAL TIEMPO ","LIBIDO","ROCK","865","9","AMBIENTAL","D_667",""
"MONOS","LIBIDO","ROCK","865","2","AMBIENTAL","D_668",""
"COMO UN PERRO","LIBIDO","ROCK","865","3","ECONOMICO","D_669",""
"VIAJE","LIBIDO","ROCK","865","8","ECONOMICO","D_670",""
"OJOS DE ANGEL","LIBIDO","ROCK","865","9","SOCIAL","D_671",""
"LIBIDO","LIBIDO","ROCK","865","9","POLITICO","D_672",""
"SED","LIBIDO","ROCK","865","9","AMBIENTAL","D_673",""
"LA CASA DE LOS GRITOS","LIBIDO","ROCK","865","3","POLITICO","D_674",""
"DESCONEXION","G3","ROCK","865","3","POLITICO","D_675",""
"PIPE TRACK","G3","ROCK","865","8","CULTURAL","D_676",""
"UTILIZADO","G3","ROCK","848","10","RELIGION","D_677",""
"VIOLENCIA FABRICADA","G3","ROCK","848","10","CULTURAL","D_678",""
"PRINCIPIO DEL FIN","G3","ROCK","848","9","SOCIAL","D_679",""
"ANTISOCIAL","G3","ROCK","848","5","CULTURAL","D_680",""
"SEPTIEMBRE PARTE III","G3","ROCK","848","7","RELIGION","D_681",""
"PRESION","G3","ROCK","848","1","CULTURAL","D_682",""
"EN TUS OJOS (NUNCA MAS)","G3","ROCK","848","7","RELIGION","D_683",""
"LOS NIÑOS DE LA GUERRA","G3","ROCK","848","8","SOCIAL","D_684",""
"TRAICIONADO","G3","ROCK","848","10","AMBIENTAL","D_685",""
"SIENTE EL CAMBIO","G3","ROCK","848","5","POLITICO","D_686",""
"FIESTA FUNK","LA ROJA FUNK","FUNK","930","10","POLITICO","D_687",""
"MUERTE DE OBI TWO","LA ROJA FUNK","FUNK","930","7","SOCIAL","D_688",""
"LORD POP MEGA GALAXYMIX","LA ROJA FUNK","FUNK","930","3","EDUCATIVO","D_689",""
"ALAS HUMANAS","INDIGO","ROCK","720","3","EDUCATIVO","D_690",""
"SOLEDAD","INDIGO","ROCK","720","6","POLITICO","D_691",""
"VOCES LEJANAS","INDIGO","ROCK","720","10","EDUCATIVO","D_692",""
"NADA","INDIGO","ROCK","720","8","POLITICO","D_693",""
"ESPIRAL","INDIGO","ROCK","720","4","AMBIENTAL","D_694",""
"CIELO GRIS","INDIGO","ROCK","720","8","AMBIENTAL","D_695",""
"RESPIRANDO LUCES","INDIGO","ROCK","720","8","ECONOMICO","D_696",""
"SABES","INDIGO","ROCK","720","6","POLITICO","D_697",""
"SOLO JUEGAS","INDIGO","ROCK","720","8","POLITICO","D_698",""
"EL FINAL","INDIGO","ROCK","720","9","RELIGION","D_699",""
"ESTARE BIEN","INDIGO","ROCK","720","1","AMBIENTAL","D_700",""
"NADIE ME PUEDE JUZGAR ","LOS DOLTONS","ROCK","960","9","POLITICO","D_701",""
"LA VENTANA","LOS DOLTONS","ROCK","960","3","AMBIENTAL","D_702",""
"GLORIA","LOS DOLTONS","ROCK","960","6","POLITICO","D_703",""
"QUEDATE","LOS DOLTONS","ROCK","960","1","ECONOMICO","D_704",""
"GIRL ","LOS DOLTONS","ROCK","960","8","CULTURAL","D_705",""
"VISION DE OTOÑO","LOS DOLTONS","ROCK","960","7","POLITICO","D_706",""
"AMARRADO","LOS DOLTONS","ROCK","960","8","ECONOMICO","D_707",""
"EN UNA FLOR","LOS DOLTONS","ROCK","960","8","SOCIAL","D_708",""
"NILA","LOS DOLTONS","ROCK","960","10","CULTURAL","D_709",""
"NO PUEDO","LOS DOLTONS","ROCK","960","9","ECONOMICO","D_710",""
"EL MILLONARIO","LOS DOLTONS","ROCK","960","7","POLITICO","D_711",""
"EL ULTIMO BESO","LOS DOLTONS","ROCK","876","9","RELIGION","D_712",""
"MI DIA VENDRA","LOS DOLTONS","ROCK","876","9","ECONOMICO","D_713",""
"ESPERAME","LOS DOLTONS","ROCK","876","7","SOCIAL","D_714",""
"TEMA:EL AMOR","LOS DOLTONS","ROCK","876","10","RELIGION","D_715",""
"GUANTANAMERA","LOS DOLTONS","ROCK","876","7","RELIGION","D_716",""
"SANTO","LOS DOLTONS","ROCK","876","8","RELIGION","D_717",""
"WINCHESTER CATHEDRAL","LOS DOLTONS","ROCK","876","9","ECONOMICO","D_718",""
"UNA ESTRELLA EN LA NOCHE","LOS DOLTONS","ROCK","876","8","CULTURAL","D_719",""
"LA NOCHE","LOS DOLTONS","ROCK","876","9","CULTURAL","D_720",""
"SIGUE LLOVIENDO","LOS DOLTONS","ROCK","876","7","AMBIENTAL","D_721",""
"GLORIA AL SEÑOR","LOS DOLTONS","ROCK","876","10","ECONOMICO","D_722",""
"AMOR ETERNO","LOS DOLTONS","ROCK","876","8","RELIGION","D_723",""
"NADIE TE QUIERE YA","LOS DOLTONS","ROCK","960","7","SOCIAL","D_724",""
"DE REPENTE TU ME AMAS","LOS DOLTONS","ROCK","960","9","POLITICO","D_725",""
"EL DESENGAÑO","LOS DOLTONS","ROCK","960","9","EDUCATIVO","D_726",""
"CONOCES EL CAMINO A SAN JOSE","LOS DOLTONS","ROCK","960","1","ECONOMICO","D_727",""
"NADA HA CAMBIADO","LOS DOLTONS","ROCK","960","5","RELIGION","D_728",""
"ISRAEL","LOS DOLTONS","ROCK","960","9","SOCIAL","D_729",""
"MRS. ROBINSON","LOS DOLTONS","ROCK","960","9","POLITICO","D_730",""
"QUE SOLO ESTOY","LOS DOLTONS","ROCK","960","3","SOCIAL","D_731",""
"LA DUDA","LOS DOLTONS","ROCK","960","4","AMBIENTAL","D_732",""
"EL VAGABUNDO","LOS DOLTONS","ROCK","960","8","EDUCATIVO","D_733",""
"CAMBIOS","NI VOZ NI VOTO","ROCK","650","3","ECONOMICO","D_734",""
"INSENSIBLE","NI VOZ NI VOTO","ROCK","650","5","POLITICO","D_735",""
"NADA","NI VOZ NI VOTO","ROCK","650","6","SOCIAL","D_736",""
"TU OTRO YO","NI VOZ NI VOTO","ROCK","650","9","ECONOMICO","D_737",""
"ESPERANDO","NI VOZ NI VOTO","ROCK","650","10","ECONOMICO","D_738",""
"PARA AYUDARTE","NI VOZ NI VOTO","ROCK","650","4","EDUCATIVO","D_739",""
"NI VOZ NI VOTO (...VOZ Y VOTO)","NI VOZ NI VOTO","ROCK","650","9","RELIGION","D_740",""
"TU REALIDAD","NI VOZ NI VOTO","ROCK","650","10","EDUCATIVO","D_741",""
"LO QUE VES","NI VOZ NI VOTO","ROCK","650","8","POLITICO","D_742",""
"YA NO SIRVE","NI VOZ NI VOTO","ROCK","650","2","EDUCATIVO","D_743",""
"SIENTE TU FUERZA","NI VOZ NI VOTO","ROCK","650","3","POLITICO","D_744",""
"PRESION","NI VOZ NI VOTO","ROCK","600","7","RELIGION","D_745",""
"NO ANTISOCIAL","NI VOZ NI VOTO","ROCK","600","8","AMBIENTAL","D_746",""
"SIN SENTIDO","NI VOZ NI VOTO","ROCK","600","6","CULTURAL","D_747",""
"DORMIR","NI VOZ NI VOTO","ROCK","600","7","POLITICO","D_748",""
"NECESITO AYUDA","NI VOZ NI VOTO","ROCK","600","7","SOCIAL","D_749",""
"SENTIDO DE CULPA","NI VOZ NI VOTO","ROCK","600","3","CULTURAL","D_750",""
"NO PUEDES ESCAPAR","NI VOZ NI VOTO","ROCK","600","9","ECONOMICO","D_751",""
"PAREDES","NI VOZ NI VOTO","ROCK","600","10","RELIGION","D_752",""
"SER O NO SER","NI VOZ NI VOTO","ROCK","600","10","RELIGION","D_753",""
"RUTINA","NI VOZ NI VOTO","ROCK","600","6","AMBIENTAL","D_754",""
"FIESTA?","NI VOZ NI VOTO","ROCK","600","5","SOCIAL","D_755",""
"LIMBO","NI VOZ NI VOTO","ROCK","300","3","RELIGION","D_756",""
"NO PUEDES DEJARME","NI VOZ NI VOTO","ROCK","300","4","RELIGION","D_757",""
"SOÑADORES","NI VOZ NI VOTO","ROCK","300","10","RELIGION","D_758",""
"NORMAL","NI VOZ NI VOTO","ROCK","300","3","SOCIAL","D_759",""
"TRAIDOR","NI VOZ NI VOTO","ROCK","300","8","SOCIAL","D_760",""
"YO NO SOY YO","NI VOZ NI VOTO","ROCK","300","8","POLITICO","D_761",""
"ABRE LOS OJOS","NI VOZ NI VOTO","ROCK","300","8","ECONOMICO","D_762",""
"SOBERBIA","NI VOZ NI VOTO","ROCK","300","10","ECONOMICO","D_763",""
"PERDIENDO EL CONTROL","NI VOZ NI VOTO","ROCK","300","10","ECONOMICO","D_764",""
"ILUSA","NI VOZ NI VOTO","ROCK","300","8","AMBIENTAL","D_765",""
"IRRACIONAL","NI VOZ NI VOTO","ROCK","300","8","SOCIAL","D_766",""
"DESIDIA","NI VOZ NI VOTO","ROCK","620","3","SOCIAL","D_767",""
"ROCKSTAR REBELION","NI VOZ NI VOTO","ROCK","600","8","SOCIAL","D_768",""
"MAS MENTIRAS PARA EL ALMA","NI VOZ NI VOTO","ROCK","600","3","EDUCATIVO","D_769",""
"AMNESIA","NI VOZ NI VOTO","ROCK","600","9","EDUCATIVO","D_770",""
"7 AÑOS","NI VOZ NI VOTO","ROCK","600","7","RELIGION","D_771",""
"HABLAS TU","NI VOZ NI VOTO","ROCK","600","8","ECONOMICO","D_772",""
"LIMITE","NI VOZ NI VOTO","ROCK","600","4","SOCIAL","D_773",""
"DONDE","NI VOZ NI VOTO","ROCK","600","9","CULTURAL","D_774",""
"ANTIQ","NI VOZ NI VOTO","ROCK","600","8","EDUCATIVO","D_775",""
"JULIETA","NI VOZ NI VOTO","ROCK","600","2","EDUCATIVO","D_776",""
"CARAMELO DE MENTA","LOS PAKINES","CUMBIA","886","7","EDUCATIVO","D_777",""
"OLAS DE VERANO","LOS PAKINES","CUMBIA","886","8","ECONOMICO","D_778",""
"RAMO DE ROSAS","LOS PAKINES","CUMBIA","886","7","ECONOMICO","D_779",""
"LA FIESTECITA","LOS PAKINES","CUMBIA","886","8","SOCIAL","D_780",""
"TOMALO O DEJALO","LOS PAKINES","CUMBIA","886","5","CULTURAL","D_781",""
"NECESITO DE TU AMOR","LOS PAKINES","CUMBIA","886","8","ECONOMICO","D_782",""
"SAN LUIS","LOS PAKINES","CUMBIA","886","7","EDUCATIVO","D_783",""
"AMOR DE FANTASIA","LOS PAKINES","CUMBIA","886","8","AMBIENTAL","D_784",""
"SOLITARIO","LOS PAKINES","CUMBIA","886","8","RELIGION","D_785",""
"CAMPO DE FRESAS","LOS PAKINES","CUMBIA","886","8","SOCIAL","D_786",""
"FUE UNA MENTIRA","LOS PAKINES","CUMBIA","886","10","AMBIENTAL","D_787",""
"UNA DULCE AVENTURA","LOS PAKINES","CUMBIA","886","6","SOCIAL","D_788",""
"GOTAS DE MIEL","LOS PAKINES","CUMBIA","960","7","CULTURAL","D_789",""
"ES MARAVILLOSO","LOS PAKINES","CUMBIA","960","8","AMBIENTAL","D_790",""
"VENUS","LOS PAKINES","CUMBIA","960","5","EDUCATIVO","D_791",""
"GARUANDO","LOS PAKINES","CUMBIA","960","9","ECONOMICO","D_792",""
"DIECISIETE AÑOS","LOS PAKINES","CUMBIA","960","2","CULTURAL","D_793",""
"TEMA PARA UN CORAZON SOLITARIO","LOS PAKINES","CUMBIA","960","7","POLITICO","D_794",""
"CREMA DE CEREZAS","LOS PAKINES","CUMBIA","960","4","CULTURAL","D_795",""
"DULCEMENTE MIA","LOS PAKINES","CUMBIA","960","3","RELIGION","D_796",""
"EN EL BOULEVARD","LOS PAKINES","CUMBIA","960","7","POLITICO","D_797",""
"EL ESCARABAJO","LOS PAKINES","CUMBIA","960","9","EDUCATIVO","D_798",""
"CANTA COMO SI TE FUERAS A MORIR MAÑANA","LOS PAKINES","CUMBIA","960","10","AMBIENTAL","D_799",""
"TIERNO AMANECER","LOS PAKINES","CUMBIA","960","7","EDUCATIVO","D_800",""
"DEMOLICION","LOS SAICOS","ROCK","934","7","SOCIAL","D_801",""
"LONELY STAR","LOS SAICOS","ROCK","934","6","CULTURAL","D_802",""
"CAMISA DE FUERZA","LOS SAICOS","ROCK","958","7","EDUCATIVO","D_803",""
"CEMENTERIO","LOS SAICOS","ROCK","958","9","AMBIENTAL","D_804",""
"COME ON","LOS SAICOS","ROCK","972","7","POLITICO","D_805",""
"ANA","LOS SAICOS","ROCK","972","1","RELIGION","D_806",""
"SEGUIR EN PIE","XERO 272","ROCK","450","9","CULTURAL","D_807",""
"COMO VAN A VER","LA TUMBA 5","ROCK","440","8","CULTURAL","D_808",""
"ESTO SI ES PUNK","LA TUMBA 5","ROCK","440","8","CULTURAL","D_809",""
"ROCK ARGELIA","LA TUMBA 5","ROCK","440","3","RELIGION","D_810",""
"PURO ROCK","LA TUMBA 5","ROCK","440","4","SOCIAL","D_811",""
"XERO 272 ABRIL (ESTARE BIEN)","XERO 272","ROCK","420","7","AMBIENTAL","D_812",""
"CRASH","XERO 272","ROCK","420","6","EDUCATIVO","D_813",""
"TU","XERO 272","ROCK","420","8","POLITICO","D_814",""
"REGRESION","XERO 272","ROCK","420","8","EDUCATIVO","D_815",""
"DIAS DE FURIA","XERO 272","ROCK","420","5","SOCIAL","D_816",""
"EPILOGO DEL SOÑADOR","XERO 272","ROCK","420","5","CULTURAL","D_817",""
"MAS ALLA","XERO 272","ROCK","420","7","RELIGION","D_818",""
"NO ES AMOR","XERO 272","ROCK","420","9","POLITICO","D_819",""
"LEGADO","XERO 272","ROCK","420","5","EDUCATIVO","D_820",""
"STATICO","XERO 272","ROCK","420","10","ECONOMICO","D_821",""
"SALVESE QUIEN PUEDA","VOZ Y NOZ","ROCK","600","8","CULTURAL","D_822",""
"TUS SUEÑOS (EN MI MENTE)","VOZ Y NOZ","ROCK","600","5","SOCIAL","D_823",""
"CENIZAS","VOZ Y NOZ","ROCK","600","5","CULTURAL","D_824",""
"APARIENCIA FUGAZ","VOZ Y NOZ","ROCK","600","7","EDUCATIVO","D_825",""
"OBERTURA 2012","VOZ Y NOZ","ROCK","600","4","AMBIENTAL","D_826",""
"TIERRA","VOZ Y NOZ","ROCK","600","7","ECONOMICO","D_827",""
"SOLEDAD","VOZ Y NOZ","ROCK","600","8","SOCIAL","D_828",""
"LLUVIA DE FUEGO","VOZ Y NOZ","ROCK","600","7","ECONOMICO","D_829",""
"NADA NOS DETENDRA","VOZ Y NOZ","ROCK","600","7","RELIGION","D_830",""
"OLVIDAR","VOZ Y NOZ","ROCK","600","9","RELIGION","D_831",""
"TRATARE","VOZ Y NOZ","ROCK","600","7","RELIGION","D_832",""
"VUEVE A APARECER","VOZ Y NOZ","ROCK","600","8","EDUCATIVO","D_833",""
"CREE EN MI","LOS INCAS MODERNOS","ROCK","900","8","SOCIAL","D_834",""
"CARNAVALITO","LOS INCAS MODERNOS","ROCK","900","7","RELIGION","D_835",""
"TWIST DEL ULTIMO VERANO","LOS INCAS MODERNOS","ROCK","900","10","RELIGION","D_836",""
"ARREGLO DE SHULFIN","LOS INCAS MODERNOS","ROCK","900","10","RELIGION","D_837",""
"OLVIDAME","LOS INCAS MODERNOS","ROCK","900","7","CULTURAL","D_838",""
"CAMPOS VERDES","LOS INCAS MODERNOS","ROCK","900","5","RELIGION","D_839",""
"TERREMOTO","LOS INCAS MODERNOS","ROCK","900","4","ECONOMICO","D_840",""
"NUNCA TE OLVIDARE","LOS INCAS MODERNOS","ROCK","900","8","RELIGION","D_841",""
"TE SIENTO AQUI","LOS INCAS MODERNOS","ROCK","900","10","SOCIAL","D_842",""
"PRECIOSA","LOS INCAS MODERNOS","ROCK","900","2","AMBIENTAL","D_843",""
"COMO UN ANGEL","LOS INCAS MODERNOS","ROCK","900","10","CULTURAL","D_844",""
"BESAME MUCHO","LOS INCAS MODERNOS","ROCK","900","6","EDUCATIVO","D_845",""
"YO LO VI, PERO NO SE NADA","LA BANDA AZUL","ROCK","600","4","RELIGION","D_846",""
"SEÑORA BUROCRACIA","LA BANDA AZUL","ROCK","600","7","SOCIAL","D_847",""
"EL ACUERDO NACIONAL","LA BANDA AZUL","ROCK","600","6","ECONOMICO","D_848",""
"ME DA IGUAL","LA BANDA AZUL","ROCK","600","10","CULTURAL","D_849",""
"CUESTION DE LUGAR","LA BANDA AZUL","POP-ROCK","800","5","RELIGION","D_850",""
"MASCARAS","LA BANDA AZUL","POP-ROCK","800","5","CULTURAL","D_851",""
"SIEMPRE IGUAL","LA BANDA AZUL","POP-ROCK","800","8","POLITICO","D_852",""
"UTOPIAS","LA BANDA AZUL","POP-ROCK","800","8","RELIGION","D_853",""
"BAILA (RITMO DISLOCADO)","LA BANDA AZUL","POP-ROCK","800","9","AMBIENTAL","D_854",""
"PEDACITOS","LA BANDA AZUL","POP-ROCK","800","6","SOCIAL","D_855",""
"SKIRYMICI","LA BANDA AZUL","POP-ROCK","800","4","SOCIAL","D_856",""
"DESTINOS","LA BANDA AZUL","POP-ROCK","800","4","AMBIENTAL","D_857",""
"LA DATA MATA","LA BANDA AZUL","POP-ROCK","800","8","EDUCATIVO","D_858",""
"LOS ALIADOS ESTAN CANSADOS","LA BANDA AZUL","POP-ROCK","800","8","POLITICO","D_859",""
"PIURA","DUO LORETO","FOLK","422","10","AMBIENTAL","D_860",""
"LUCHA","DUO LORETO","FOLK","422","5","RELIGION","D_861",""
"GALAN DE NOCHE","DUO LORETO","FOLK","422","9","EDUCATIVO","D_862",""
"JORGE","DUO LORETO","FOLK","422","8","CULTURAL","D_863",""
"UN MOMENTO DE FELICIDAD","DUO LORETO","FOLK","422","4","RELIGION","D_864",""
"TARDE VINE A SABER","DUO LORETO","FOLK","422","8","POLITICO","D_865",""
"CARMELA","DUO LORETO","FOLK","422","9","AMBIENTAL","D_866",""
"PORFIA","DUO LORETO","FOLK","422","8","EDUCATIVO","D_867",""
"CAPRICHO","DUO LORETO","FOLK","422","7","SOCIAL","D_868",""
"ESCLAVA","DUO LORETO","FOLK","422","6","SOCIAL","D_869",""
"AGONIA","DUO LORETO","FOLK","422","6","AMBIENTAL","D_870",""
"MARTHA","DUO LORETO","FOLK","422","9","CULTURAL","D_871",""
"LA CONTAMANINA","DUO LORETO","FOLK","900","2","AMBIENTAL","D_872",""
"HERMOSA LORETANA","DUO LORETO","FOLK","900","4","SOCIAL","D_873",""
"SELVA MAJESTUOSA","DUO LORETO","FOLK","900","5","CULTURAL","D_874",""
"LA LEYENDA DEL PIFANO","DUO LORETO","FOLK","900","8","POLITICO","D_875",""
"AMANECER LORETANO","DUO LORETO","FOLK","900","8","EDUCATIVO","D_876",""
"LA CHARAPITA","DUO LORETO","FOLK","900","7","EDUCATIVO","D_877",""
"BRAVO MARINO","DUO LORETO","FOLK","900","8","AMBIENTAL","D_878",""
"LA MINGA","DUO LORETO","FOLK","900","5","CULTURAL","D_879",""
"AMAZONAS","DUO LORETO","FOLK","900","5","CULTURAL","D_880",""
"LA HUMISHA","DUO LORETO","FOLK","900","4","CULTURAL","D_881",""
"IQUITOS","DUO LORETO","FOLK","900","3","POLITICO","D_882",""
"CUANDO ME LLEVAS","DUO LORETO","FOLK","900","8","EDUCATIVO","D_883",""
"REBECA","JAIME CUADRA","ELECTRONICA","800","4","SOCIAL","D_884",""
"DESPERTANDO","JAIME CUADRA","ELECTRONICA","800","7","RELIGION","D_885",""
"EL PROVINCIANO","JAIME CUADRA","ELECTRONICA","800","9","ECONOMICO","D_886",""
"CHOLO SOY","JAIME CUADRA","ELECTRONICA","800","3","EDUCATIVO","D_887",""
"MI CARIÑITO","JAIME CUADRA","ELECTRONICA","800","4","AMBIENTAL","D_888",""
"ODIAME","JAIME CUADRA","ELECTRONICA","800","1","RELIGION","D_889",""
"REGRESA","JAIME CUADRA","ELECTRONICA","800","6","POLITICO","D_890",""
"AMERICA LATINA   TODOS VUELVEN","JAIME CUADRA","ELECTRONICA","800","8","CULTURAL","D_891",""
"EL PIRATA","JAIME CUADRA","ELECTRONICA","800","8","EDUCATIVO","D_892",""
"MAL PASO","JAIME CUADRA","ELECTRONICA","800","4","CULTURAL","D_893",""
"BAILA","JAIME CUADRA","ELECTRONICA","800","8","RELIGION","D_894",""
"NADIE ME SORPRENDE","JAIME CUADRA","ELECTRONICA","800","4","POLITICO","D_895",""
"PUNA O PIE","JAIME CUADRA","ELECTRONICA","800","4","CULTURAL","D_896",""
"ENTRAÑAS","JAIME CUADRA","ELECTRONICA","800","8","ECONOMICO","D_897",""
"VOLARE","JAIME CUADRA","ELECTRONICA","800","9","ECONOMICO","D_898",""
"ECHAME A MI LA CULPA","JAIME CUADRA","ELECTRONICA","800","3","RELIGION","D_899",""
"QUIEN SERA","JAIME CUADRA","ELECTRONICA","800","7","ECONOMICO","D_900",""
"SENSATEZ","JAIME CUADRA","ELECTRONICA","800","9","RELIGION","D_901",""
"GUACHIMAN","LA SARITA","ROCK","800","6","RELIGION","D_902",""
"EL BUROCRATA","LA SARITA","ROCK","800","3","EDUCATIVO","D_903",""
"NOS QUIEREN GOBERNAR","LA SARITA","ROCK","800","6","CULTURAL","D_904",""
"DANZA LA RAZA","LA SARITA","ROCK","800","5","RELIGION","D_905",""
"LA MURALLA","LA SARITA","ROCK","800","8","POLITICO","D_906",""
"ENTRE DIOS Y EL DIABLO","LA SARITA","ROCK","800","9","CULTURAL","D_907",""
"CARIÑITO","LA SARITA","ROCK","800","1","AMBIENTAL","D_908",""
"LA MAMITA","LA SARITA","ROCK","800","8","POLITICO","D_909",""
"EL TRAMPOSO","LA SARITA","ROCK","800","9","SOCIAL","D_910",""
"¿ERES VIP?","LA SARITA","ROCK","800","5","AMBIENTAL","D_911",""
"PUEBLO INDIO","LA SARITA","ROCK","800","8","SOCIAL","D_912",""
"ARBOL","LA SARITA","ROCK","800","3","RELIGION","D_913",""
"CARRETERAS MOJADAS","CHRISTIAN MEIER","POP-ROCK","900","7","AMBIENTAL","D_914",""
"TUS HUELLAS ENTRE LAS MIAS","CHRISTIAN MEIER","POP-ROCK","900","6","CULTURAL","D_915",""
"NO ME ACUERDO QUIEN FUI","CHRISTIAN MEIER","POP-ROCK","900","8","RELIGION","D_916",""
"ESA SI ES UNA MUJER","CHRISTIAN MEIER","POP-ROCK","900","8","AMBIENTAL","D_917",""
"EL CIELO ES MAYOR","CHRISTIAN MEIER","POP-ROCK","900","8","ECONOMICO","D_918",""
"SERE LO QUE QUIERAS QUE SEA","CHRISTIAN MEIER","POP-ROCK","900","8","EDUCATIVO","D_919",""
"FRENTE A MIS OJOS","CHRISTIAN MEIER","POP-ROCK","900","7","ECONOMICO","D_920",""
"VUELVES A APARECER","CHRISTIAN MEIER","POP-ROCK","900","10","EDUCATIVO","D_921",""
"PROFUNDO SUEÑO","CHRISTIAN MEIER","POP-ROCK","900","7","RELIGION","D_922",""
"LENGUAS DE FUEGO","CHRISTIAN MEIER","POP-ROCK","900","10","RELIGION","D_923",""
